Date,Time,Unit,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
2025-08-07,23:40:26,C°,18.38,18.13,18.25,18.44,22.75,18.06,18.19,18.38,18.38,18.06,18.25,17.88,18.19,18.19,18.25,18.19,18.13,18.06,18.13,18.13
2025-08-07,23:40:35,C°,18.31,18.19,18.25,18.44,22.75,18.06,18.19,18.38,18.38,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:40:44,C°,18.44,18.19,18.19,18.44,22.69,18.06,18.13,18.38,18.38,18.06,18.06,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:40:53,C°,18.38,18.19,18.19,18.44,22.69,18.06,18.25,18.31,18.31,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:41:03,C°,18.31,18.19,18.19,18.44,22.75,18.13,18.19,18.38,18.38,18.13,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:41:12,C°,18.44,18.19,18.19,18.44,22.69,18.06,18.19,18.31,18.38,18.13,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:41:21,C°,18.44,18.19,18.25,18.44,22.69,18.06,18.19,18.31,18.31,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:41:30,C°,18.38,18.13,18.25,18.44,22.69,18.06,18.13,18.38,18.38,18.06,18.13,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:41:39,C°,18.44,18.19,18.19,18.44,22.75,18.06,18.25,18.38,18.38,18.13,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:41:49,C°,18.38,18.13,18.25,18.44,22.75,18.06,18.19,18.31,18.38,18.13,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:41:58,C°,18.38,18.19,18.25,18.44,22.75,18.06,18.19,18.31,18.38,18.13,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:42:07,C°,18.44,18.13,18.19,18.44,22.75,18.06,18.19,18.38,18.31,18.13,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:42:16,C°,18.44,18.13,18.25,18.38,22.75,18.06,18.19,18.38,18.31,18.06,18.13,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:42:25,C°,18.38,18.13,18.19,18.44,22.75,18.13,18.19,18.31,18.38,18.06,18.25,17.88,18.19,18.19,18.31,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:42:34,C°,18.38,18.19,18.19,18.44,22.75,18.06,18.19,18.31,18.38,18.06,18.13,17.88,18.19,18.19,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:42:44,C°,18.44,18.19,18.25,18.5,22.69,18.06,18.19,18.31,18.38,18.13,18.13,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:42:53,C°,18.44,18.13,18.19,18.44,22.75,18.06,18.19,18.38,18.38,18.13,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:43:02,C°,18.44,18.13,18.25,18.38,22.75,18.06,18.19,18.31,18.44,18.06,18.06,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:43:11,C°,18.38,18.13,18.25,18.44,22.69,18.0,18.19,18.31,18.31,18.13,18.13,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:43:20,C°,18.44,18.13,18.19,18.44,22.75,18.06,18.13,18.38,18.38,18.13,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:43:30,C°,18.31,18.13,18.25,18.38,22.75,18.13,18.25,18.38,18.38,18.13,18.13,17.88,18.19,18.19,18.25,18.19,18.13,18.06,18.13,18.13
2025-08-07,23:43:39,C°,18.44,18.13,18.19,18.38,22.75,18.06,18.19,18.38,18.44,18.06,18.13,17.88,18.19,18.19,18.25,18.19,18.13,18.06,18.13,18.13
2025-08-07,23:43:48,C°,18.44,18.19,18.19,18.44,22.75,18.06,18.19,18.31,18.38,18.06,18.06,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:43:57,C°,18.31,18.19,18.25,18.44,22.75,18.06,18.19,18.31,18.31,18.06,18.25,17.88,18.19,18.19,18.31,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:44:06,C°,18.38,18.19,18.19,18.44,22.75,18.06,18.13,18.31,18.38,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:44:15,C°,18.44,18.13,18.25,18.38,22.75,18.06,18.19,18.31,18.38,18.13,18.13,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:44:25,C°,18.44,18.13,18.19,18.44,22.69,18.06,18.13,18.38,18.31,18.13,18.06,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:44:34,C°,18.44,18.13,18.25,18.38,22.75,18.06,18.19,18.31,18.44,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:44:43,C°,18.44,18.19,18.19,18.38,22.75,18.06,18.19,18.31,18.38,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:44:52,C°,18.44,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.44,18.13,18.13,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:45:01,C°,18.44,18.19,18.19,18.44,22.75,18.06,18.19,18.38,18.38,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:45:11,C°,18.31,18.13,18.19,18.44,22.75,18.06,18.19,18.38,18.38,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:45:20,C°,18.38,18.13,18.19,18.38,22.75,18.13,18.19,18.38,18.38,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:45:29,C°,18.44,18.19,18.19,18.5,22.75,18.06,18.13,18.31,18.38,18.06,18.06,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:45:38,C°,18.44,18.25,18.19,18.44,22.75,18.06,18.13,18.38,18.44,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:45:47,C°,18.44,18.19,18.19,18.38,22.75,18.06,18.13,18.38,18.38,18.06,18.13,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:45:57,C°,18.31,18.13,18.19,18.44,22.69,18.06,18.19,18.38,18.38,18.13,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:46:06,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.13,18.38,18.38,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:46:15,C°,18.38,18.19,18.19,18.44,22.75,18.06,18.13,18.31,18.38,18.13,18.06,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:46:24,C°,18.38,18.13,18.25,18.44,22.75,18.06,18.19,18.38,18.38,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:46:33,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.13,18.38,18.38,18.19,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:46:42,C°,18.44,18.13,18.25,18.5,22.75,18.06,18.13,18.31,18.38,18.06,18.19,17.88,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:46:52,C°,18.44,18.13,18.19,18.44,22.75,18.06,18.13,18.38,18.38,18.13,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:47:01,C°,18.38,18.19,18.25,18.38,22.75,18.06,18.19,18.38,18.38,18.06,18.06,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:47:10,C°,18.44,18.19,18.25,18.5,22.75,18.06,18.19,18.38,18.31,18.06,18.06,17.81,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:47:19,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.38,18.06,18.13,17.81,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:47:28,C°,18.38,18.19,18.19,18.5,22.69,18.13,18.13,18.38,18.31,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:47:38,C°,18.44,18.19,18.19,18.38,22.75,18.06,18.19,18.44,18.38,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.13
2025-08-07,23:47:47,C°,18.31,18.19,18.25,18.44,22.75,18.06,18.13,18.38,18.38,18.06,18.13,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:47:56,C°,18.44,18.19,18.19,18.44,22.75,18.06,18.19,18.31,18.31,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:48:05,C°,18.38,18.19,18.19,18.44,22.75,18.06,18.13,18.38,18.38,18.06,18.19,17.88,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:48:14,C°,18.38,18.19,18.19,18.44,22.75,18.06,18.19,18.38,18.38,18.06,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:48:23,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.19,18.38,18.44,18.13,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:48:33,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.38,18.06,18.25,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:48:42,C°,18.31,18.13,18.19,18.44,22.69,18.06,18.13,18.38,18.31,18.06,18.25,17.88,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:48:51,C°,18.31,18.13,18.19,18.38,22.75,18.06,18.19,18.38,18.31,18.06,18.06,17.88,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:49:00,C°,18.44,18.13,18.19,18.38,22.75,18.06,18.19,18.31,18.38,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:49:09,C°,18.38,18.13,18.19,18.38,22.69,18.06,18.19,18.38,18.38,18.06,18.13,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:49:19,C°,18.44,18.13,18.19,18.38,22.69,18.06,18.19,18.38,18.38,18.13,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:49:28,C°,18.38,18.13,18.19,18.38,22.69,18.06,18.13,18.38,18.38,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:49:37,C°,18.38,18.19,18.25,18.38,22.75,18.13,18.19,18.38,18.31,18.06,18.06,17.88,18.19,18.19,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:49:46,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.38,18.38,18.06,18.25,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:49:55,C°,18.44,18.13,18.25,18.38,22.69,18.06,18.19,18.31,18.38,18.13,18.19,17.88,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:50:04,C°,18.38,18.13,18.19,18.44,22.69,18.06,18.19,18.31,18.31,18.06,18.06,17.88,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:50:14,C°,18.31,18.13,18.25,18.44,22.75,18.06,18.19,18.31,18.38,18.06,18.25,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:50:23,C°,18.38,18.13,18.19,18.44,22.69,18.06,18.13,18.31,18.38,18.06,18.19,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:50:32,C°,18.38,18.19,18.25,18.44,22.69,18.06,18.19,18.31,18.31,18.06,18.19,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:50:41,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.38,18.06,18.25,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:50:50,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.38,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:51:00,C°,18.38,18.19,18.19,18.38,22.75,18.06,18.13,18.31,18.31,18.06,18.19,17.88,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:51:09,C°,18.38,18.19,18.19,18.38,22.75,18.06,18.19,18.31,18.38,18.06,18.06,17.81,18.19,18.19,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:51:18,C°,18.38,18.19,18.19,18.44,22.69,18.06,18.19,18.31,18.25,18.06,18.06,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:51:27,C°,18.38,18.19,18.19,18.44,22.75,18.13,18.19,18.31,18.38,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:51:36,C°,18.44,18.19,18.19,18.38,22.69,18.06,18.19,18.31,18.31,18.13,18.25,17.81,18.19,18.19,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:51:45,C°,18.38,18.19,18.19,18.38,22.69,18.06,18.19,18.31,18.31,18.06,18.25,17.88,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:51:55,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:52:04,C°,18.38,18.19,18.19,18.44,22.75,18.06,18.13,18.31,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:52:13,C°,18.38,18.19,18.25,18.44,22.75,18.06,18.19,18.31,18.38,18.06,18.13,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:52:22,C°,18.38,18.19,18.19,18.38,22.75,18.06,18.13,18.31,18.38,18.06,18.25,17.81,18.19,18.19,18.25,18.13,18.06,18.06,18.13,18.06
2025-08-07,23:52:31,C°,18.31,18.19,18.19,18.44,22.69,18.06,18.13,18.38,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:52:41,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.19,18.31,18.25,18.06,18.19,17.88,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:52:50,C°,18.38,18.06,18.13,18.38,22.75,18.06,18.19,18.38,18.38,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:52:59,C°,18.31,18.13,18.19,18.44,22.69,18.06,18.13,18.31,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:53:08,C°,18.38,18.13,18.19,18.38,22.69,18.06,18.13,18.38,18.38,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:53:17,C°,18.38,18.13,18.19,18.44,22.69,18.06,18.13,18.38,18.31,18.0,18.25,17.81,18.19,18.19,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:53:26,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.38,18.0,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:53:36,C°,18.38,18.19,18.19,18.38,22.75,18.06,18.13,18.31,18.38,18.0,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:53:45,C°,18.31,18.13,18.19,18.38,22.75,18.06,18.13,18.31,18.31,18.06,18.13,17.81,18.19,18.19,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:53:54,C°,18.31,18.13,18.19,18.38,22.69,18.06,18.19,18.38,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:54:03,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.19,18.31,18.38,18.06,18.13,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:54:12,C°,18.38,18.19,18.19,18.38,22.75,18.06,18.19,18.31,18.31,18.06,18.13,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:54:22,C°,18.44,18.13,18.19,18.38,22.75,18.06,18.19,18.31,18.31,18.0,18.06,17.81,18.19,18.13,18.25,18.13,18.13,18.06,18.13,18.06
2025-08-07,23:54:31,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.19,18.44,18.31,18.13,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:54:40,C°,18.38,18.13,18.19,18.38,22.69,18.06,18.13,18.31,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:54:49,C°,18.38,18.13,18.19,18.38,22.69,18.06,18.19,18.38,18.25,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:54:58,C°,18.31,18.13,18.19,18.44,22.75,18.06,18.13,18.31,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:55:08,C°,18.38,18.19,18.25,18.38,22.69,18.06,18.19,18.31,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:55:17,C°,18.44,18.19,18.19,18.38,22.69,18.06,18.13,18.31,18.38,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:55:26,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.31,18.13,18.06,17.81,18.19,18.19,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:55:35,C°,18.31,18.13,18.19,18.44,22.75,18.06,18.13,18.31,18.38,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:55:44,C°,18.25,18.13,18.19,18.44,22.75,18.06,18.13,18.31,18.38,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:55:53,C°,18.38,18.13,18.19,18.44,22.69,18.06,18.13,18.31,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:56:03,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.19,18.31,18.31,18.06,18.13,17.81,18.13,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:56:12,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.31,18.06,18.06,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:56:21,C°,18.31,18.19,18.19,18.38,22.69,18.06,18.19,18.38,18.31,18.0,18.13,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:56:30,C°,18.31,18.13,18.19,18.38,22.75,18.06,18.19,18.31,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.06,18.06
2025-08-07,23:56:39,C°,18.44,18.19,18.25,18.38,22.69,18.06,18.13,18.31,18.38,18.06,18.25,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:56:49,C°,18.38,18.19,18.19,18.44,22.69,18.06,18.13,18.31,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:56:58,C°,18.31,18.13,18.19,18.38,22.75,18.06,18.19,18.38,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:57:07,C°,18.31,18.13,18.19,18.38,22.75,18.06,18.13,18.31,18.31,18.13,18.13,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:57:16,C°,18.38,18.19,18.19,18.44,22.75,18.06,18.19,18.31,18.31,18.0,18.19,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:57:25,C°,18.38,18.13,18.19,18.44,22.69,18.06,18.13,18.38,18.31,18.0,18.25,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:57:34,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.19,18.38,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:57:44,C°,18.38,18.13,18.19,18.44,22.69,18.06,18.19,18.31,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.06,18.06
2025-08-07,23:57:53,C°,18.44,18.13,18.25,18.38,22.75,18.06,18.19,18.31,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:58:02,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.19,18.31,18.38,18.06,18.13,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:58:11,C°,18.38,18.13,18.19,18.38,22.69,18.06,18.19,18.31,18.31,18.06,18.06,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:58:20,C°,18.38,18.19,18.19,18.38,22.69,18.06,18.19,18.31,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:58:30,C°,18.38,18.19,18.19,18.44,22.75,18.06,18.19,18.31,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:58:39,C°,18.38,18.19,18.19,18.44,22.69,18.06,18.13,18.31,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:58:48,C°,18.38,18.19,18.19,18.38,22.69,18.06,18.13,18.31,18.31,18.0,18.13,17.81,18.19,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-07,23:58:57,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.13,18.38,18.31,18.06,18.06,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:59:06,C°,18.38,18.13,18.19,18.38,22.75,18.06,18.19,18.31,18.31,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:59:15,C°,18.38,18.13,18.25,18.44,22.69,18.06,18.19,18.31,18.38,18.06,18.31,17.81,18.19,18.13,18.25,18.13,18.13,18.0,18.13,18.06
2025-08-07,23:59:25,C°,18.31,18.19,18.19,18.38,22.69,18.06,18.19,18.31,18.31,18.0,18.19,17.81,18.13,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-07,23:59:34,C°,18.31,18.19,18.19,18.38,22.69,18.06,18.13,18.31,18.38,18.06,18.13,17.81,18.19,18.13,18.19,18.13,18.06,18.0,18.06,18.06
2025-08-07,23:59:43,C°,18.38,18.13,18.19,18.44,22.69,18.06,18.13,18.38,18.38,18.06,18.13,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-07,23:59:52,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.13,18.38,18.31,18.13,18.19,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-08,00:00:01,C°,18.31,18.19,18.19,18.44,22.69,18.06,18.13,18.38,18.31,18.06,18.13,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-08,00:00:11,C°,18.31,18.19,18.19,18.44,22.69,18.06,18.19,18.38,18.31,18.06,18.25,17.81,18.19,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-08,00:00:20,C°,18.31,18.19,18.19,18.44,22.75,18.06,18.13,18.38,18.31,18.0,18.13,17.81,18.19,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-08,00:00:29,C°,18.38,18.19,18.19,18.38,22.75,18.06,18.13,18.31,18.31,18.06,18.13,17.81,18.19,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-08,00:00:38,C°,18.38,18.13,18.19,18.44,22.75,18.06,18.19,18.31,18.31,18.13,18.19,17.81,18.13,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-08,00:00:47,C°,18.31,18.13,18.19,18.44,22.69,18.0,18.13,18.31,18.31,18.06,18.19,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.06,18.06
2025-08-08,00:00:56,C°,18.38,18.13,18.19,18.44,22.69,18.06,18.19,18.31,18.38,18.06,18.19,17.81,18.19,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-08,00:01:06,C°,18.25,18.13,18.19,18.44,22.75,18.0,18.13,18.31,18.31,18.06,18.25,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-08,00:01:15,C°,18.38,18.13,18.19,18.38,22.69,18.06,18.19,18.38,18.38,18.06,18.25,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.06,18.06
2025-08-08,00:01:24,C°,18.31,18.13,18.13,18.38,22.75,18.06,18.19,18.31,18.31,18.06,18.19,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.06,18.06
2025-08-08,00:01:33,C°,18.38,18.19,18.19,18.44,22.69,18.06,18.13,18.31,18.38,18.06,18.13,17.81,18.13,18.13,18.25,18.06,18.06,18.0,18.06,18.06
2025-08-08,00:01:42,C°,18.38,18.19,18.19,18.38,22.75,18.06,18.13,18.31,18.25,18.13,18.25,17.81,18.13,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-08,00:01:52,C°,18.38,18.19,18.19,18.44,22.69,18.06,18.19,18.31,18.38,18.06,18.13,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.13,18.06
2025-08-08,00:02:01,C°,18.38,18.13,18.25,18.38,22.69,18.06,18.19,18.31,18.38,18.06,18.19,17.81,18.19,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-08,00:02:10,C°,18.31,18.13,18.19,18.38,22.69,18.06,18.19,18.38,18.38,18.06,18.19,17.81,18.19,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-08,00:02:19,C°,18.31,18.13,18.19,18.38,22.69,18.06,18.19,18.31,18.38,18.06,18.25,17.81,18.13,18.13,18.25,18.06,18.06,18.0,18.13,18.06
2025-08-08,00:02:28,C°,18.31,18.13,18.19,18.38,22.69,18.06,18.13,18.38,18.38,18.13,18.06,17.81,18.13,18.13,18.25,18.13,18.06,18.0,18.06,18.06
